position	post_id	post_by	post_text	post_published	comment_id	comment_by	is_reply	comment_message	comment_published	comment_like_count
6_0	514130915309733_1246787778710706	68614d0c5cc310786fd0cd17b645a515759d97e9	Si sto cazzo 🖕🏻🇮🇹	2016-11-16T11:00:53+0000	1246787778710706_1246789538710530	45e6f4ed814e9f2eabddbf2bfdb016df2ab95d27	0	❤️	2016-11-16T11:04:53+0000	1
7_0	514130915309733_1482118251818268	68614d0c5cc310786fd0cd17b645a515759d97e9	Costituzione  la gaffe di Di Battista: approvata a suffragio universale nel 1948 http://www.termometropolitico.it/1235469_costituzione-gaffe-di-battista-approvata-a-suffragio-universale-1948.html  Fate girare!	2016-11-14T17:45:01+0000	1482118251818268_1482118825151544	2731246ab36cfe92df07f91670e637991767a841	0	La costituzione "approvata a suffragio universale"???? Nel "1948"??? Io non capisco come si fa a mandare in giro per l'Italia uno cosi! Dimme te se questo deve essere il 2 partito del paese! L altra volta ha detto  "... Pinochet in Venezuela..." ! Il bello è che la gente applaude quando dice ste stronzate!	2016-11-14T17:46:01+0000	0
8_0	514130915309733_1245290912193726	21b9b4b9927edb257f31c86749c9b78f250bed83	SI al referendum shared Bergamonews s live video.	2016-11-14T15:40:27+0000	1245290912193726_1247849131937904	0ca2931a4da6973b43013f22147dd32700cabfcc	1	sentite bene cosa dice Del RIO http://www.ilfattoquotidiano.it/2016/11/16/delrio-pronto-a-votare-no-la-deputata-m5s-sfotte-il-ministro-e-recupera-video-in-cui-diceva-la-costituzione-non-va-cambiata/3198207/	2016-11-17T14:30:55+0000	0
8_1	514130915309733_1245290912193726	21b9b4b9927edb257f31c86749c9b78f250bed83	SI al referendum shared Bergamonews s live video.	2016-11-14T15:40:27+0000	1245290912193726_1248664851856332	353ccf6cb616eee0ff7a5133f486772106ecf53a	1	http://www.ilfattoquotidiano.it/premium/articoli/della-costituzione-me-ne-fotto-qua-arrivera-un-fiume-di-soldi/	2016-11-18T08:26:42+0000	0
8_2	514130915309733_1245290912193726	21b9b4b9927edb257f31c86749c9b78f250bed83	SI al referendum shared Bergamonews s live video.	2016-11-14T15:40:27+0000	1245290912193726_1247848845271266	0ca2931a4da6973b43013f22147dd32700cabfcc	0	sentite bene cosa dice Del RIO http://www.ilfattoquotidiano.it/2016/11/16/delrio-pronto-a-votare-no-la-deputata-m5s-sfotte-il-ministro-e-recupera-video-in-cui-diceva-la-costituzione-non-va-cambiata/3198207/	2016-11-17T14:30:46+0000	0
8_3	514130915309733_1245290912193726	21b9b4b9927edb257f31c86749c9b78f250bed83	SI al referendum shared Bergamonews s live video.	2016-11-14T15:40:27+0000	1245290912193726_1248664735189677	353ccf6cb616eee0ff7a5133f486772106ecf53a	0	http://www.ilfattoquotidiano.it/premium/articoli/della-costituzione-me-ne-fotto-qua-arrivera-un-fiume-di-soldi/	2016-11-18T08:26:29+0000	0
9_0	514130915309733_1245124032210414	21b9b4b9927edb257f31c86749c9b78f250bed83	SI al referendum shared a link.	2016-11-14T13:25:51+0000	1245124032210414_1245468558842628	afdb23f251c2c832b6430f0a6cf45997d36a1f24	1	Si infatti, meglio mettere un bel No e lamentarsi poi tutti i giorni che in italia non cambia mai niente... Ma per piacere.	2016-11-14T19:04:22+0000	0
9_1	514130915309733_1245124032210414	21b9b4b9927edb257f31c86749c9b78f250bed83	SI al referendum shared a link.	2016-11-14T13:25:51+0000	1245124032210414_1247849608604523	0ca2931a4da6973b43013f22147dd32700cabfcc	1	sentite bene cosa dice Del RIO http://www.ilfattoquotidiano.it/2016/11/16/delrio-pronto-a-votare-no-la-deputata-m5s-sfotte-il-ministro-e-recupera-video-in-cui-diceva-la-costituzione-non-va-cambiata/3198207/	2016-11-17T14:31:09+0000	0
9_2	514130915309733_1245124032210414	21b9b4b9927edb257f31c86749c9b78f250bed83	SI al referendum shared a link.	2016-11-14T13:25:51+0000	1245124032210414_1248665021856315	353ccf6cb616eee0ff7a5133f486772106ecf53a	1	http://www.ilfattoquotidiano.it/premium/articoli/della-costituzione-me-ne-fotto-qua-arrivera-un-fiume-di-soldi/	2016-11-18T08:27:02+0000	0
9_3	514130915309733_1245124032210414	21b9b4b9927edb257f31c86749c9b78f250bed83	SI al referendum shared a link.	2016-11-14T13:25:51+0000	1245124032210414_1245202652202552	6267b18c997812f6cdf4fa50743adbb1bdcfbfc0	0	Renzi avverte:  "Se al referendum vince il 'NO' torniamo indietro di 30 anni" Magari!  La Vespa,  la minigonna,  15 chili in meno, l'agilità,  fisico mozzafiato, denti perfetti.  Dove cazzo devo firmare?  Quando è sto' cacchio di referendum?   Renzi ha detto che se vince il NO si torna indietro di 30 anni.  ...Splendido! Nel 1986... - non esistevano i contratti cococo, progetto, jobact, da dipendente a partita iva, voucher, ... - si andava in pensione ad una età decorosa - c'era l'articolo 18 e le tutele per il lavoratore - la benzina costava £1.258 tradotto in €0,65 al litro - non c'erano suv tra le palle - c'erano tanti concorsi per i posti pubblici - la rai mandava in onda film in prima visione e trasmissioni senza interruzioni di pubblicità - non c'era il ticket nella sanità pubblica - a 25 anni ci si poteva permettere di metter su famiglia.  - i bambini giocavano per la strada. - Berlusconi non era in politica e Renzi era il più preso per il culo dai suoi compagni alle elementari. -non c'era la "buona scuola", ma la scuola era buona davvero.  Allora che aspettate a votare NO!!!  Girala per salvare le future generazioni.. abbiamo poco tempo per diffonderlo..	2016-11-14T14:04:46+0000	2
