position	post_id	post_by	post_text	post_published	comment_id	comment_by	is_reply	comment_message	comment_published	comment_like_count
5_0	946969685378921_1132325063510048	a47ed49e2f4b4976b6552fe51d8d3b1c0998ba1a	La Rete dei Si a Palestrina	2016-11-16T18:25:15+0000	1132325063510048_1132486263493928	e2420c1914fd3e92f445d3bd81eff99f93ed26f5	0	Grazie Angelo !	2016-11-16T22:33:38+0000	1
9_0	946969685378921_1124531367622751	a47ed49e2f4b4976b6552fe51d8d3b1c0998ba1a	Il 17 novembre parliamo di donne e #riformacostituzionale a Roma. L ingresso è libero previa iscrizione come da programma allegato.	2016-11-08T17:48:47+0000	1124531367622751_1125704877505400	pageowner	0	Ma come mai fai questi commenti al programma di un evento che con l'ANPI non c'entra niente? Che c'entrano le proposte di legge di una parte politica qualsiasi con il referendum costituzionale? Se hai qualcosa da dire in tema sia pronti a discutere con te altrimenti i tuoi commenti verranno eliminati	2016-11-09T19:49:47+0000	0
11_0	946969685378921_1117390858336802	a47ed49e2f4b4976b6552fe51d8d3b1c0998ba1a	Anche Emma Bonino si schiera per il Sì. Il pezzo è un po  imboscato nel Corriere della Sera  ma a scavare si trova che la Bonino ha dichiarato:  Non ho l’impressione che per i nostri temi avremo più ascolto  se vincesse il no  da Salvini  Brunetta o Grillo. Non è così drammatico  in politica  dire che si sceglie il meno peggio .  http://www.corriere.it/politica/16_novembre_01/intervento-bonino-nessuno-si-senta-vero-erede-pannella-7edaf352-9fb0-11e6-9daf-5530d930d472.shtml  Il #4dicembre #noivotiamosi  al #referendum per la #riforma della #Costituzione	2016-11-01T17:28:58+0000	1117390858336802_1121840764558478	0ca2931a4da6973b43013f22147dd32700cabfcc	1	https://www.facebook.com/adriano.valente1/posts/10209750584554890	2016-11-06T09:15:12+0000	0
11_1	946969685378921_1117390858336802	a47ed49e2f4b4976b6552fe51d8d3b1c0998ba1a	Anche Emma Bonino si schiera per il Sì. Il pezzo è un po  imboscato nel Corriere della Sera  ma a scavare si trova che la Bonino ha dichiarato:  Non ho l’impressione che per i nostri temi avremo più ascolto  se vincesse il no  da Salvini  Brunetta o Grillo. Non è così drammatico  in politica  dire che si sceglie il meno peggio .  http://www.corriere.it/politica/16_novembre_01/intervento-bonino-nessuno-si-senta-vero-erede-pannella-7edaf352-9fb0-11e6-9daf-5530d930d472.shtml  Il #4dicembre #noivotiamosi  al #referendum per la #riforma della #Costituzione	2016-11-01T17:28:58+0000	1117390858336802_1118401188235769	dec52bbe5e6a4e901b1fd2e58b6bf707247c377d	0	https://www.facebook.com/indifesadellacostituzione/videos/1710809349237977/	2016-11-02T17:50:34+0000	0
12_0	946969685378921_1117201928355695	a47ed49e2f4b4976b6552fe51d8d3b1c0998ba1a	Giusto per ricordarlo...	2016-11-01T13:12:22+0000	1117201928355695_1117274748348413	168d861eb77b20b4682d15b9b01a961f72aa0eb4	0	Messaggio semplice e d'impatto. Ma soprattutto "vero"	2016-11-01T14:40:13+0000	1
12_1	946969685378921_1117201928355695	a47ed49e2f4b4976b6552fe51d8d3b1c0998ba1a	Giusto per ricordarlo...	2016-11-01T13:12:22+0000	1117201928355695_1118385598237328	dec52bbe5e6a4e901b1fd2e58b6bf707247c377d	0	https://www.facebook.com/indifesadellacostituzione/?hc_ref=PAGES_TIMELINE&fref=nf	2016-11-02T17:30:14+0000	0
13_0	946969685378921_1112721078803780	a47ed49e2f4b4976b6552fe51d8d3b1c0998ba1a	https://cambiaversoanzio.wordpress.com/2016/10/27/referendum-ragioni-per-un-si/	2016-10-27T11:54:14+0000	1112721078803780_1112855442123677	01fb6af52b4b90f152e55d4d222ba2d9761178db	0	I RIBELLI DEL SI - Condividete la pagina dei Partigiani per il SI con un like e con un link sul vostro profilo!!! Facciamo vedere agli stalinisti che hanno occupato l'Anpi che ci ribelliamo  https://www.facebook.com/Partigiani-Referendum-Istituzionale-CE-CHI-DICE-SI-243703756026805/	2016-10-27T15:03:35+0000	0
13_1	946969685378921_1112721078803780	a47ed49e2f4b4976b6552fe51d8d3b1c0998ba1a	https://cambiaversoanzio.wordpress.com/2016/10/27/referendum-ragioni-per-un-si/	2016-10-27T11:54:14+0000	1112721078803780_1114613941947827	0ca2931a4da6973b43013f22147dd32700cabfcc	0	ma è vero quello che dice questo giudice? https://www.facebook.com/FImposimato/posts/10153848518721750	2016-10-29T16:32:00+0000	0
14_0	946969685378921_1110203669055521	a47ed49e2f4b4976b6552fe51d8d3b1c0998ba1a	http://www.ilclandestinogiornale.it/politica/35149/anzio-rete-del-si-successo-per-il-meeting-a-villa-sarsina/	2016-10-24T14:04:21+0000	1110203669055521_1114615465281008	0ca2931a4da6973b43013f22147dd32700cabfcc	0	ma è vero quello che dice questo giudice? https://www.facebook.com/FImposimato/posts/10153848518721750	2016-10-29T16:34:37+0000	0
16_0	946969685378921_1107691195973435	a47ed49e2f4b4976b6552fe51d8d3b1c0998ba1a	Anzio e Nettuno verso il Referendum Costituzionale	2016-10-21T16:09:37+0000	1107691195973435_1118387891570432	dec52bbe5e6a4e901b1fd2e58b6bf707247c377d	0	https://www.facebook.com/indifesadellacostituzione/videos/1710809349237977/	2016-11-02T17:34:09+0000	0
