position	post_id	post_by	post_text	post_published	comment_id	comment_by	is_reply	comment_message	comment_published	comment_like_count
0_0	1694651967440454_1805613869677596	8a7a4dccb397f7de6b4422ff484e981f61cd092c	#gerini	2016-11-18T22:13:19+0000	1805618469677136	a476c851ba89b697d70eb8d811bb5463986ab129	0	👍👍👍✌️✌✌	2016-11-18T22:33:03+0000	0
1_0	1694651967440454_1805013909737592	8a7a4dccb397f7de6b4422ff484e981f61cd092c	Consiglio vivamente a tutti la lettura di questo articolo. Perché non è assolutamente vero che non potremo più scegliere i Senatori.	2016-11-17T13:54:18+0000	1805031526402497	c55c3333742600d053d0effa21db0baa1416e20f	1	Non è vero, non sai nulla, i cittadini voteranno con due schede,  una per i consilieri è una per i senatori	2016-11-17T14:36:57+0000	1
1_1	1694651967440454_1805013909737592	8a7a4dccb397f7de6b4422ff484e981f61cd092c	Consiglio vivamente a tutti la lettura di questo articolo. Perché non è assolutamente vero che non potremo più scegliere i Senatori.	2016-11-17T13:54:18+0000	1805057709733212	6e5eb901619cf3af6e9dab56e69e86036a6c119a	1	Cassandra Diafano i Senatori verranno nominati dai Consigli Regionali "in conformità con le scelte degli elettori", e questo è il testo della legge che permetterà la scelta in conformità con le scelte degli elettori. Ergo, tu voterai per il Senatore, e il Consiglio Regionale potrà solamente prendere atto della scelta degli elettori	2016-11-17T15:49:08+0000	1
1_2	1694651967440454_1805013909737592	8a7a4dccb397f7de6b4422ff484e981f61cd092c	Consiglio vivamente a tutti la lettura di questo articolo. Perché non è assolutamente vero che non potremo più scegliere i Senatori.	2016-11-17T13:54:18+0000	1805059993066317	7e4ed1acca06bfbfa0db8d9dbe2bcfc6dc137fd4	1	Con quali modalità? Il Consiglio regionale sceglie tra i suoi consiglieri (e tra i Sindaci) quelli da nominare Senatori.  Quale criterio viene adottato, per comprendere quale sia la "scelta degli elettori/delle elettrici"? Non dimentichiamo Porcellum e Italicum. Cosa ci fa pensare che nella nomina dei Senatori sappiano fare di meglio, se già il testo iniziale parla di nomina e non di elezione?  Questa riforma costituzionale contiene alcuni aspetti condivisibili, altri oscuri, altri punti assolutamente contrari ai principi democratici (la nomina dei Senatori è uno di questi ultimi).  Non potendo approvare alcune parti della riforma rigettandone altre (il quesito è unico), data la centralità delle ragioni per bocciare questi punti, voterò no.   Una riforma diversa, una riforma migliore, è possibile.  Cambiare tanto per farlo non è una buona idea.	2016-11-17T15:58:16+0000	0
1_3	1694651967440454_1805013909737592	8a7a4dccb397f7de6b4422ff484e981f61cd092c	Consiglio vivamente a tutti la lettura di questo articolo. Perché non è assolutamente vero che non potremo più scegliere i Senatori.	2016-11-17T13:54:18+0000	1805061276399522	6e5eb901619cf3af6e9dab56e69e86036a6c119a	1	Ecco la modalità http://www.nomos-leattualitaneldiritto.it/wp-content/uploads/2016/10/DL-ELEZIONE-SENATO-chiti-fornaro_et-al.pdf  Questo è il ddl già presentato al Senato	2016-11-17T16:02:36+0000	0
1_4	1694651967440454_1805013909737592	8a7a4dccb397f7de6b4422ff484e981f61cd092c	Consiglio vivamente a tutti la lettura di questo articolo. Perché non è assolutamente vero che non potremo più scegliere i Senatori.	2016-11-17T13:54:18+0000	1805073243064992	7e4ed1acca06bfbfa0db8d9dbe2bcfc6dc137fd4	1	Non trovo il testo sul sito del Senato.  Inoltre non è numerato, né datato, quello che hai proposto, il che ne rende piuttosto difficile la ricerca.	2016-11-17T16:36:08+0000	0
1_5	1694651967440454_1805013909737592	8a7a4dccb397f7de6b4422ff484e981f61cd092c	Consiglio vivamente a tutti la lettura di questo articolo. Perché non è assolutamente vero che non potremo più scegliere i Senatori.	2016-11-17T13:54:18+0000	1805356609703322	64e1302328d7f998e18d4d39c0066396508031b3	1	Se dicessi che devo votare no perché mi sta antipatico Renzi sarebbe più accettabile. Da quando si vota con il porcellum quando mai i senatori sono stati eletti dal popolo.	2016-11-18T09:26:18+0000	0
1_6	1694651967440454_1805013909737592	8a7a4dccb397f7de6b4422ff484e981f61cd092c	Consiglio vivamente a tutti la lettura di questo articolo. Perché non è assolutamente vero che non potremo più scegliere i Senatori.	2016-11-17T13:54:18+0000	1805357003036616	7e4ed1acca06bfbfa0db8d9dbe2bcfc6dc137fd4	1	Cambiare la legge elettorale, dunque.  Non la Costituzione :-)	2016-11-18T09:28:56+0000	0
1_7	1694651967440454_1805013909737592	8a7a4dccb397f7de6b4422ff484e981f61cd092c	Consiglio vivamente a tutti la lettura di questo articolo. Perché non è assolutamente vero che non potremo più scegliere i Senatori.	2016-11-17T13:54:18+0000	1805533383018978	70a071d44c7c50bd4a692d7fb9b610813a5b8db8	1	C'é scritto nero su bianco nella riforma che i senatori verranno eletti in base alle preferenze espresse dai cittadini al momento del voto. Impara a leggere...	2016-11-18T18:13:08+0000	0
1_8	1694651967440454_1805013909737592	8a7a4dccb397f7de6b4422ff484e981f61cd092c	Consiglio vivamente a tutti la lettura di questo articolo. Perché non è assolutamente vero che non potremo più scegliere i Senatori.	2016-11-17T13:54:18+0000	1805537786351871	7e4ed1acca06bfbfa0db8d9dbe2bcfc6dc137fd4	1	Matteo Combi Ma non si capisce in che modo i cittadini potranno esprimere tale preferenza.	2016-11-18T18:23:29+0000	0
